2024-09-22 19:04:58,764 INFO    StreamThr :9993 [internal.py:wandb_internal():85] W&B internal server running at pid: 9993, started at: 2024-09-22 19:04:58.763889
2024-09-22 19:04:58,767 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: status
2024-09-22 19:04:58,783 INFO    WriterThread:9993 [datastore.py:open_for_write():87] open: /home/egor/desktop/tmp/precondnn/loss_choice_exp/wandb/run-20240922_190458-yb0qrk5w/run-yb0qrk5w.wandb
2024-09-22 19:04:58,784 DEBUG   SenderThread:9993 [sender.py:send():391] send: header
2024-09-22 19:04:58,807 DEBUG   SenderThread:9993 [sender.py:send():391] send: run
2024-09-22 19:04:59,612 INFO    SenderThread:9993 [dir_watcher.py:__init__():211] watching files in: /home/egor/desktop/tmp/precondnn/loss_choice_exp/wandb/run-20240922_190458-yb0qrk5w/files
2024-09-22 19:04:59,612 INFO    SenderThread:9993 [sender.py:_start_run_threads():1200] run started: yb0qrk5w with start time 1727021098.764721
2024-09-22 19:04:59,627 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: run_start
2024-09-22 19:04:59,629 DEBUG   HandlerThread:9993 [system_info.py:__init__():26] System info init
2024-09-22 19:04:59,629 DEBUG   HandlerThread:9993 [system_info.py:__init__():41] System info init done
2024-09-22 19:04:59,629 INFO    HandlerThread:9993 [system_monitor.py:start():194] Starting system monitor
2024-09-22 19:04:59,630 INFO    SystemMonitor:9993 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-22 19:04:59,630 INFO    HandlerThread:9993 [system_monitor.py:probe():214] Collecting system info
2024-09-22 19:04:59,630 INFO    SystemMonitor:9993 [interfaces.py:start():188] Started cpu monitoring
2024-09-22 19:04:59,631 INFO    SystemMonitor:9993 [interfaces.py:start():188] Started disk monitoring
2024-09-22 19:04:59,631 INFO    SystemMonitor:9993 [interfaces.py:start():188] Started memory monitoring
2024-09-22 19:04:59,632 INFO    SystemMonitor:9993 [interfaces.py:start():188] Started network monitoring
2024-09-22 19:04:59,653 DEBUG   HandlerThread:9993 [system_info.py:probe():152] Probing system
2024-09-22 19:04:59,655 DEBUG   HandlerThread:9993 [system_info.py:_probe_git():137] Probing git
2024-09-22 19:04:59,686 DEBUG   HandlerThread:9993 [system_info.py:_probe_git():145] Probing git done
2024-09-22 19:04:59,686 DEBUG   HandlerThread:9993 [system_info.py:probe():200] Probing system done
2024-09-22 19:04:59,686 DEBUG   HandlerThread:9993 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-88-generic-x86_64-with-glibc2.35', 'python': '3.11.5', 'heartbeatAt': '2024-09-22T16:04:59.653826', 'startedAt': '2024-09-22T16:04:58.756896', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'main.ipynb', 'codePathLocal': 'main.ipynb', 'root': '/home/egor/desktop/tmp/precondnn', 'git': {'remote': 'git@github.com:e1vanov/precondnn.git', 'commit': 'd983a7a1a5cacd34dc089d0132b8c04c04a13c1a'}, 'email': 's02210401@gse.cs.msu.ru', 'host': 'egor-MacBookAir', 'username': 'egor', 'executable': '/home/egor/miniconda3/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 2.5635, 'min': 500.0, 'max': 2900.0}, 'cpu_freq_per_core': [{'current': 2.202, 'min': 500.0, 'max': 2900.0}, {'current': 2.252, 'min': 500.0, 'max': 2900.0}, {'current': 2.208, 'min': 500.0, 'max': 2900.0}, {'current': 2.458, 'min': 500.0, 'max': 2900.0}], 'disk': {'/': {'total': 457.2810821533203, 'used': 57.40323257446289}}, 'memory': {'total': 7.656707763671875}}
2024-09-22 19:04:59,687 INFO    HandlerThread:9993 [system_monitor.py:probe():224] Finished collecting system info
2024-09-22 19:04:59,687 INFO    HandlerThread:9993 [system_monitor.py:probe():227] Publishing system info
2024-09-22 19:04:59,687 DEBUG   HandlerThread:9993 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-09-22 19:05:00,613 INFO    Thread-12 :9993 [dir_watcher.py:_on_file_created():271] file/dir created: /home/egor/desktop/tmp/precondnn/loss_choice_exp/wandb/run-20240922_190458-yb0qrk5w/files/conda-environment.yaml
2024-09-22 19:05:06,467 DEBUG   HandlerThread:9993 [system_info.py:_save_conda():224] Saving conda packages done
2024-09-22 19:05:06,468 INFO    HandlerThread:9993 [system_monitor.py:probe():229] Finished publishing system info
2024-09-22 19:05:06,498 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: status_report
2024-09-22 19:05:06,499 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: keepalive
2024-09-22 19:05:06,499 DEBUG   SenderThread:9993 [sender.py:send():391] send: files
2024-09-22 19:05:06,499 INFO    SenderThread:9993 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-09-22 19:05:06,614 INFO    Thread-12 :9993 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/egor/desktop/tmp/precondnn/loss_choice_exp/wandb/run-20240922_190458-yb0qrk5w/files/conda-environment.yaml
2024-09-22 19:05:06,614 INFO    Thread-12 :9993 [dir_watcher.py:_on_file_created():271] file/dir created: /home/egor/desktop/tmp/precondnn/loss_choice_exp/wandb/run-20240922_190458-yb0qrk5w/files/wandb-metadata.json
2024-09-22 19:05:07,414 INFO    wandb-upload_0:9993 [upload_job.py:push():130] Uploaded file /tmp/tmp6c8_hacmwandb/m2w45ubu-wandb-metadata.json
2024-09-22 19:05:08,367 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: python_packages
2024-09-22 19:05:08,368 DEBUG   SenderThread:9993 [sender.py:send_request():418] send_request: python_packages
2024-09-22 19:05:08,368 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: stop_status
2024-09-22 19:05:08,368 DEBUG   SenderThread:9993 [sender.py:send_request():418] send_request: stop_status
2024-09-22 19:05:08,371 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: internal_messages
2024-09-22 19:05:08,490 DEBUG   HandlerThread:9993 [handler.py:handle_request():158] handle_request: pause
2024-09-22 19:05:08,491 INFO    HandlerThread:9993 [handler.py:handle_request_pause():728] stopping system metrics thread
2024-09-22 19:05:08,491 INFO    HandlerThread:9993 [system_monitor.py:finish():203] Stopping system monitor
2024-09-22 19:05:08,491 DEBUG   SystemMonitor:9993 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-09-22 19:05:08,491 DEBUG   SystemMonitor:9993 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-09-22 19:05:08,491 INFO    HandlerThread:9993 [interfaces.py:finish():200] Joined cpu monitor
2024-09-22 19:05:08,491 DEBUG   SystemMonitor:9993 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-09-22 19:05:08,492 INFO    HandlerThread:9993 [interfaces.py:finish():200] Joined disk monitor
2024-09-22 19:05:08,492 INFO    HandlerThread:9993 [interfaces.py:finish():200] Joined memory monitor
2024-09-22 19:05:08,493 INFO    HandlerThread:9993 [interfaces.py:finish():200] Joined network monitor
2024-09-22 19:05:08,576 DEBUG   SenderThread:9993 [sender.py:send():391] send: telemetry
2024-09-22 19:05:08,577 DEBUG   SenderThread:9993 [sender.py:send():391] send: stats
